Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_line,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,day_of_differentiation
SRR11863145,RNA-Seq,75,18721125,PRJNA635600,SAMN15046523,7300356,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413919,GSM4574339,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574339,Single mESC cell,SRP265084,day 12
SRR11863146,RNA-Seq,75,582398025,PRJNA635600,SAMN15046522,199916072,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8413920,GSM4574340,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574340,Single mESC cell,SRP265084,day 12
SRR11863147,RNA-Seq,75,45775425,PRJNA635600,SAMN15046521,18412157,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414501,GSM4574341,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574341,Single mESC cell,SRP265084,day 12
SRR11863148,RNA-Seq,75,54652050,PRJNA635600,SAMN15046520,21344071,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414502,GSM4574342,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574342,Single mESC cell,SRP265084,day 12
SRR11863149,RNA-Seq,75,55730025,PRJNA635600,SAMN15046519,22248336,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414503,GSM4574343,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574343,Single mESC cell,SRP265084,day 12
SRR11863150,RNA-Seq,75,426035325,PRJNA635600,SAMN15046518,146338365,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414504,GSM4574344,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574344,Single mESC cell,SRP265084,day 12
SRR11863151,RNA-Seq,75,21001650,PRJNA635600,SAMN15046517,8323222,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414505,GSM4574345,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574345,Single mESC cell,SRP265084,day 12
SRR11863152,RNA-Seq,75,50184225,PRJNA635600,SAMN15046516,20116882,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414506,GSM4574346,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574346,Single mESC cell,SRP265084,day 12
SRR11863153,RNA-Seq,75,65152275,PRJNA635600,SAMN15046515,24514550,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414507,GSM4574347,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574347,Single mESC cell,SRP265084,day 12
SRR11863154,RNA-Seq,75,50473425,PRJNA635600,SAMN15046426,19901145,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414508,GSM4574348,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574348,Single mESC cell,SRP265084,day 12
SRR11863155,RNA-Seq,75,49248450,PRJNA635600,SAMN15046425,19477858,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414509,GSM4574349,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574349,Single mESC cell,SRP265084,day 12
SRR11863156,RNA-Seq,75,32682300,PRJNA635600,SAMN15046424,12958044,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414510,GSM4574350,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574350,Single mESC cell,SRP265084,day 12
SRR11863157,RNA-Seq,75,97603275,PRJNA635600,SAMN15046423,37713178,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414511,GSM4574351,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574351,Single mESC cell,SRP265084,day 12
SRR11863158,RNA-Seq,75,109404825,PRJNA635600,SAMN15046422,41115905,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414512,GSM4574352,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574352,Single mESC cell,SRP265084,day 12
SRR11863159,RNA-Seq,75,313124250,PRJNA635600,SAMN15046421,110405340,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414513,GSM4574353,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574353,Single mESC cell,SRP265084,day 12
SRR11863160,RNA-Seq,75,79720800,PRJNA635600,SAMN15046420,30015551,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414514,GSM4574354,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574354,Single mESC cell,SRP265084,day 12
SRR11863161,RNA-Seq,75,153474525,PRJNA635600,SAMN15046463,53362871,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414515,GSM4574355,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574355,Single mESC cell,SRP265084,day 12
SRR11863162,RNA-Seq,75,115279950,PRJNA635600,SAMN15046462,42400687,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8414516,GSM4574356,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574356,Single mESC cell,SRP265084,day 12
SRR11863163,RNA-Seq,75,343303425,PRJNA635600,SAMN15046461,114026521,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415073,GSM4574357,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574357,Single mESC cell,SRP265084,day 12
SRR11863164,RNA-Seq,75,58410525,PRJNA635600,SAMN15046460,23057619,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415074,GSM4574358,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574358,Single mESC cell,SRP265084,day 12
SRR11863165,RNA-Seq,75,57414600,PRJNA635600,SAMN15046419,22701876,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415075,GSM4574359,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574359,Single mESC cell,SRP265084,day 12
SRR11863166,RNA-Seq,75,86658075,PRJNA635600,SAMN15046464,32791079,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415076,GSM4574360,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574360,Single mESC cell,SRP265084,day 12
SRR11863167,RNA-Seq,75,217423425,PRJNA635600,SAMN15046458,73103156,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415077,GSM4574361,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574361,Single mESC cell,SRP265084,day 12
SRR11863168,RNA-Seq,75,334866750,PRJNA635600,SAMN15046457,115627749,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415078,GSM4574362,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574362,Single mESC cell,SRP265084,day 12
SRR11863169,RNA-Seq,75,119106450,PRJNA635600,SAMN15046456,44554259,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415079,GSM4574363,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574363,Single mESC cell,SRP265084,day 12
SRR11863170,RNA-Seq,75,59980350,PRJNA635600,SAMN15046455,23690564,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415080,GSM4574364,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574364,Single mESC cell,SRP265084,day 12
SRR11863171,RNA-Seq,75,33505350,PRJNA635600,SAMN15046454,13455438,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415081,GSM4574365,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574365,Single mESC cell,SRP265084,day 12
SRR11863172,RNA-Seq,75,53295075,PRJNA635600,SAMN15046453,19678835,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415082,GSM4574366,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574366,Single mESC cell,SRP265084,day 12
SRR11863173,RNA-Seq,75,376500975,PRJNA635600,SAMN15046452,131529406,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415083,GSM4574367,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574367,Single mESC cell,SRP265084,day 12
SRR11863174,RNA-Seq,75,61234950,PRJNA635600,SAMN15046451,24095892,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415084,GSM4574368,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574368,Single mESC cell,SRP265084,day 12
SRR11863175,RNA-Seq,75,273604950,PRJNA635600,SAMN15046450,95520313,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415085,GSM4574369,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574369,Single mESC cell,SRP265084,day 12
SRR11863176,RNA-Seq,75,16997700,PRJNA635600,SAMN15046449,6716736,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415086,GSM4574370,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574370,Single mESC cell,SRP265084,day 12
SRR11863177,RNA-Seq,75,35666250,PRJNA635600,SAMN15046448,14255596,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415087,GSM4574371,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574371,Single mESC cell,SRP265084,day 12
SRR11863178,RNA-Seq,75,38300475,PRJNA635600,SAMN15046447,15216375,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415088,GSM4574372,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574372,Single mESC cell,SRP265084,day 12
SRR11863179,RNA-Seq,75,45077700,PRJNA635600,SAMN15046446,17548138,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415617,GSM4574373,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574373,Single mESC cell,SRP265084,day 12
SRR11863180,RNA-Seq,75,66644850,PRJNA635600,SAMN15046445,26394226,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415618,GSM4574374,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574374,Single mESC cell,SRP265084,day 12
SRR11863181,RNA-Seq,75,476248425,PRJNA635600,SAMN15046441,161247876,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415619,GSM4574375,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574375,Single mESC cell,SRP265084,day 12
SRR11863182,RNA-Seq,75,213430575,PRJNA635600,SAMN15046440,73318950,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415620,GSM4574376,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574376,Single mESC cell,SRP265084,day 12
SRR11863183,RNA-Seq,75,463443075,PRJNA635600,SAMN15046485,158865289,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415621,GSM4574377,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574377,Single mESC cell,SRP265084,day 12
SRR11863184,RNA-Seq,75,84195675,PRJNA635600,SAMN15046484,33127102,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415622,GSM4574378,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574378,Single mESC cell,SRP265084,day 12
SRR11863185,RNA-Seq,75,118558275,PRJNA635600,SAMN15046483,43376506,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415623,GSM4574379,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574379,Single mESC cell,SRP265084,day 12
SRR11863186,RNA-Seq,75,350517000,PRJNA635600,SAMN15046482,120690400,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415624,GSM4574380,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574380,Single mESC cell,SRP265084,day 12
SRR11863187,RNA-Seq,75,130073025,PRJNA635600,SAMN15046481,51643000,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415625,GSM4574381,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574381,Single mESC cell,SRP265084,day 12
SRR11863188,RNA-Seq,75,303667275,PRJNA635600,SAMN15046480,106326608,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415626,GSM4574382,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574382,Single mESC cell,SRP265084,day 12
SRR11863189,RNA-Seq,75,777948750,PRJNA635600,SAMN15046479,260365308,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415627,GSM4574383,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:41:00Z,1,GSM4574383,Single mESC cell,SRP265084,day 12
SRR11863190,RNA-Seq,75,288634800,PRJNA635600,SAMN15046478,102503604,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415628,GSM4574384,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574384,Single mESC cell,SRP265084,day 12
SRR11863191,RNA-Seq,75,46309575,PRJNA635600,SAMN15046477,17447698,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415629,GSM4574385,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574385,Single mESC cell,SRP265084,day 12
SRR11863192,RNA-Seq,75,450269850,PRJNA635600,SAMN15046476,152913454,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415630,GSM4574386,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574386,Single mESC cell,SRP265084,day 12
SRR11863193,RNA-Seq,75,342472950,PRJNA635600,SAMN15046475,118866852,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415631,GSM4574387,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574387,Single mESC cell,SRP265084,day 12
SRR11863194,RNA-Seq,75,303909900,PRJNA635600,SAMN15046474,105582025,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8415632,GSM4574388,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574388,Single mESC cell,SRP265084,day 12
SRR11863195,RNA-Seq,75,211679250,PRJNA635600,SAMN15046473,79126763,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416193,GSM4574389,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574389,Single mESC cell,SRP265084,day 12
SRR11863196,RNA-Seq,75,532528350,PRJNA635600,SAMN15046472,187537682,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416194,GSM4574390,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574390,Single mESC cell,SRP265084,day 12
SRR11863197,RNA-Seq,75,47754525,PRJNA635600,SAMN15046471,18985008,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416195,GSM4574391,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574391,Single mESC cell,SRP265084,day 12
SRR11863198,RNA-Seq,75,153888975,PRJNA635600,SAMN15046470,54593881,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416196,GSM4574392,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574392,Single mESC cell,SRP265084,day 12
SRR11863199,RNA-Seq,75,65603100,PRJNA635600,SAMN15046469,26211173,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416197,GSM4574393,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574393,Single mESC cell,SRP265084,day 12
SRR11863200,RNA-Seq,75,294282150,PRJNA635600,SAMN15046468,107255036,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416198,GSM4574394,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574394,Single mESC cell,SRP265084,day 12
SRR11863201,RNA-Seq,75,108769200,PRJNA635600,SAMN15046467,43282367,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416199,GSM4574395,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:39:00Z,1,GSM4574395,Single mESC cell,SRP265084,day 12
SRR11863202,RNA-Seq,75,76182600,PRJNA635600,SAMN15046466,27935105,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416200,GSM4574396,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574396,Single mESC cell,SRP265084,day 12
SRR11863203,RNA-Seq,75,63303225,PRJNA635600,SAMN15046465,23916033,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416201,GSM4574397,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:38:00Z,1,GSM4574397,Single mESC cell,SRP265084,day 12
SRR11863204,RNA-Seq,75,535645200,PRJNA635600,SAMN15046507,183371419,Differentiated mESC,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX8416202,GSM4574398,Illumina NovaSeq 6000,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-06-01T00:00:00Z,2020-05-28T11:40:00Z,1,GSM4574398,Single mESC cell,SRP265084,day 12
